id,First Name,Last Name,Gender,Amount
770,Alice,Gomez,F,17315.5
771,Bonnie,Harrison,F,9644.3
772,Sarah,George,F,2638.2
773,Kevin,Howell,M,11635.6
774,Clarence,Diaz,M,8597.6
775,Michael,Ferguson,M,8104.5
776,Donald,Medina,M,13406.0
777,Kevin,Sanchez,M,9868.9
778,Philip,Day,M,16696.8
779,Aaron,Ward,M,11730.8
780,Harold,Sanchez,M,2120.2
781,Sean,Long,M,3664.7
782,Doris,Shaw,F,9084.1
783,Randy,Lawson,M,5595.6
784,Jose,Tucker,M,10192.2
785,Ryan,Wallace,M,3017.0
786,Walter,Robinson,M,18569.1
787,Jonathan,Wallace,M,11728.9
788,Joan,Jackson,F,15247.4
789,Andrea,Clark,F,13463.4
790,Carolyn,Gardner,F,18698.1
791,Phillip,Ruiz,M,16936.4
792,Keith,Reed,M,19945.3
793,Frances,Payne,F,9437.6
794,Juan,Washington,M,6654.2
795,Lillian,Nguyen,F,18040.3
796,Walter,Hart,M,6475.3
797,Jeremy,Gutierrez,M,1201.8
798,Fred,Robertson,M,14511.8
799,Gerald,Reed,M,1999.5
800,Joyce,Kelly,F,9442.9
801,Steve,Gonzalez,M,12596.5
802,Brian,Gordon,M,12816.7
803,Justin,Stephens,M,10489.9
804,Jack,Oliver,M,12400.6
805,Norma,Wright,F,16770.5
806,Dorothy,Thompson,F,12519.0
807,Margaret,Fisher,F,2673.6
808,Alice,Hunter,F,8432.9
809,Kelly,Hall,F,6600.7
810,Kenneth,Ross,M,10029.4
811,Ryan,Knight,M,15242.8
812,Jane,Perez,F,13871.9
813,Douglas,Cooper,M,6108.2
814,Andrew,Pierce,M,8383.5
815,Jimmy,Lopez,M,4677.3
816,Clarence,Armstrong,M,2417.1
817,Randy,Edwards,M,1036.7
818,Christina,Johnson,F,11899.7
819,Paul,Gilbert,M,10438.0
820,Andrea,Bell,F,8403.4
821,Howard,Owens,M,7464.1
822,Robin,Hansen,F,15236.5
823,Sandra,Bryant,F,8084.2
824,Nancy,Cooper,F,8966.6
825,Tina,Franklin,F,17429.7
826,Henry,Parker,M,4649.4
827,Linda,Kelly,F,12938.6
828,Rebecca,Jones,F,16167.3
829,Catherine,Ramos,F,9540.2
830,Maria,Tucker,F,11086.5
831,Jose,Miller,M,18305.1
832,Heather,Collins,F,822.1
833,Julia,Porter,F,7469.7
834,Kathryn,Ward,F,18726.5
835,Paula,Arnold,F,2099.9
836,Gerald,Russell,M,2016.9
837,Louis,Jenkins,M,6236.0
838,Jason,Campbell,M,11597.6
839,Teresa,Cox,F,19757.5
840,David,Mcdonald,M,4625.4
841,Ryan,Gardner,M,8175.3
842,Randy,Williams,M,3031.4
843,Kelly,Hunt,F,18741.1
844,Andrea,Stone,F,8878.1
845,Lois,Cooper,F,842.9
846,Jack,Romero,M,11158.8
847,Dorothy,Sullivan,F,4184.9
848,Catherine,Foster,F,1920.8
849,Bonnie,Robertson,F,18358.7
850,Robin,Ray,F,2343.3
851,Laura,Snyder,F,11484.5
852,Richard,Rice,M,19534.8
853,Debra,Kelley,F,3725.5
854,Gloria,Pierce,F,17270.3
855,Jack,Young,M,16860.2
856,Deborah,Bell,F,7180.7
857,Christopher,Simmons,M,5569.1
858,Alan,Martin,M,2079.3
859,Daniel,George,M,18678.7
860,Carolyn,Hunt,F,1962.4
861,Gerald,Hunt,M,19137.7
862,Raymond,Reynolds,M,11547.2
863,Willie,Ramos,M,16619.1
864,Jacqueline,Gonzalez,F,15802.7
865,Thomas,Rice,M,14600.8
866,Anthony,Williamson,M,3756.5
867,Chris,Coleman,M,18949.9
868,Karen,Morales,F,19571.9
869,Emily,Ramirez,F,13598.6
870,Mildred,Mills,F,9508.3
871,Michael,Wheeler,M,8617.9
872,Ruth,Simmons,F,11247.1
873,Kelly,Hanson,F,16173.4
874,Janet,Frazier,F,14632.7
875,Albert,Hughes,M,3153.9
876,Mary,Welch,F,19764.5
877,James,Rice,M,1489.7
878,Alan,Graham,M,7750.5
879,Jose,Webb,M,2183.9
880,Jonathan,Young,M,17429.8
881,Dorothy,Clark,F,6663.8
882,Alan,Morrison,M,5112.4
883,Jessica,Miller,F,13448.9
884,Sarah,Gilbert,F,4156.1
885,Irene,Rivera,F,13816.5
886,Jennifer,Parker,F,443.8
887,Virginia,Ramos,F,12060.9
888,Jeffrey,Hawkins,M,14066.3
889,Justin,Watkins,M,11544.8
890,Patrick,Simmons,M,17693.0
891,Alan,Tucker,M,2706.7
892,Patricia,Mcdonald,F,2766.0
893,Jeremy,Kim,M,17117.0
894,Andrew,Gibson,M,7512.6
895,Amy,Reid,F,7916.4
896,Phillip,Kim,M,14806.6
897,Wanda,Hughes,F,13621.5
898,Kelly,Sullivan,F,17201.9
899,Peter,Carroll,M,3501.6
900,Ernest,King,M,9050.5
901,Keith,Moore,M,4242.4
902,Janice,Bradley,F,5562.2
903,Harold,Barnes,M,9856.9
904,Antonio,Wright,M,12205.4
905,Margaret,Wagner,F,7491.8
906,Randy,Parker,M,18609.0
907,Cheryl,Day,F,12175.1
908,Alice,Montgomery,F,5705.2
909,Jeffrey,Perkins,M,7412.7
910,Carol,Fisher,F,4204.4
911,Julie,Schmidt,F,2904.1
912,John,Kelley,M,2741.5
913,Jose,Collins,M,13662.6
914,Jerry,Frazier,M,16971.9
915,Raymond,Moreno,M,17159.1
916,James,Reed,M,7676.0
917,Nicole,Rivera,F,6593.3
918,Anthony,Kelly,M,10619.0
919,Antonio,Rivera,M,17568.3
920,Randy,Willis,M,15369.5
921,Gregory,Brooks,M,12592.5
922,Jeffrey,Long,M,11555.9
923,Phillip,Martinez,M,15071.1
924,Thomas,Wilson,M,12973.3
925,Carlos,Rose,M,1273.5
926,John,Kim,M,5913.5
927,Daniel,Gray,M,8673.5
928,Michael,Butler,M,17109.2
929,Kathleen,Woods,F,4507.4
930,Maria,Griffin,F,18822.7
931,Marilyn,Jordan,F,9096.9
932,Jerry,Gutierrez,M,6541.7
933,Carl,Washington,M,11680.8
934,Kevin,Bennett,M,6021.6
935,Maria,Myers,F,14353.0
936,Beverly,Gonzalez,F,18450.8
937,Howard,Burke,M,7523.0
938,Alan,Ortiz,M,1581.3
939,Matthew,Daniels,M,1799.7
940,Joshua,Lawson,M,6523.6
941,Terry,Shaw,M,12575.2
942,Jack,Gardner,M,11768.4
943,Thomas,Richards,M,843.5
944,Joe,Wilson,M,14953.1
945,Jessica,Jones,F,8858.4
946,Juan,Kennedy,M,10951.1
947,Cheryl,Hansen,F,10675.5
948,Teresa,Cook,F,15767.1
949,Carl,Snyder,M,4518.1
950,Sandra,Lawson,F,1489.4
951,Roy,Sims,M,18917.8
952,Angela,Knight,F,6951.1
953,Jacqueline,Hawkins,F,19330.8
954,Jennifer,Wright,F,434.6
955,Carol,Pierce,F,15229.4
956,Rose,Garrett,F,19259.2
957,Robin,Gordon,F,8959.9
958,Patricia,Perkins,F,12009.3
959,Debra,Kelley,F,14711.0
960,Samuel,Stewart,M,4202.5
961,Nicholas,Thomas,M,3439.3
962,Maria,Murray,F,19514.4
963,Margaret,Duncan,F,6942.5
964,Ronald,Williams,M,18300.3
965,Gerald,Ortiz,M,2811.0
966,Ann,Tucker,F,10721.4
967,Christopher,Nguyen,M,3292.1
968,Jimmy,Fuller,M,16255.5
969,Phillip,Montgomery,M,5319.0
970,Ruby,Murray,F,836.3
971,Doris,Cox,F,19567.5
972,Howard,Watkins,M,5977.9
973,Lois,Ryan,F,505.9
974,Judith,Freeman,F,15523.5
975,Charles,Ferguson,M,9914.1
976,Paula,Ryan,F,4455.0
977,Emily,Holmes,F,3312.9
978,Sean,Berry,M,1160.4
979,Lillian,Duncan,F,2520.4
980,Ronald,Campbell,M,8702.1
981,Craig,Reynolds,M,1099.4
982,Maria,Austin,F,14709.4
983,Diana,Miller,F,1071.4
984,Roger,Sanders,M,3836.2
985,Nancy,Garza,F,4581.5
986,Steve,Ross,M,10403.0
987,Willie,Jacobs,M,14682.4
988,Heather,Wilson,F,5176.0
989,Harry,Cook,M,16484.6
990,Paul,Medina,M,3450.6
991,Norma,Daniels,F,10847.3
992,Margaret,Hart,F,17337.6
993,Debra,Bell,F,18906.5
994,Aaron,Mitchell,M,19881.7
995,Bonnie,Lane,F,6720.7
996,Paula,Reed,F,17868.5
997,Paula,Fox,F,15182.9
998,Thomas,Andrews,M,3720.7
999,Jacqueline,Moreno,F,10824.6
1000,Deborah,Young,F,6090.7
